name,calories,protein,totalCarbohydrates,sugars,dietaryFibers,totalFat,saturatedFat,monoUnsaturatedFat,polyUnsaturatedFat,cholestrol,vitaminA,vitaminC,vitaminD,calcium,iron,potassium,sodium
"Pizza, cheese, with vegetables, from restaurant or fast food, thick crust",245,9.74,30.43,3.41,2.1,9.39,3.761,2.31,2.457,15,63,4.8,0,161,2.24,169,531
"Pizza with cheese and extra vegetables, thin crust",233,9.63,24.45,3.32,2.2,10.87,4.652,3.065,2.263,20,55,7.2,0,216,1.84,192,586
"Pizza with cheese and extra vegetables, medium crust",220,9.21,27.63,3.36,2.1,8.23,3.627,2.46,1.37,13,56,5,0,154,2.42,172,509
"Pizza with cheese and extra vegetables, thick crust",240,9.46,29.45,3.23,2.1,9.46,3.71,2.5,2.395,15,61,3.6,0,158,2.44,170,538
"Pizza, cheese, with fruit, thin crust",259,10.73,28.08,4.69,2.3,11.56,5.152,2.904,2.526,23,60,9.1,0,240,1.46,182,614
"Pizza, cheese, with fruit, medium crust",238,9.97,30.68,4.4,2.2,8.44,3.881,2.268,1.466,15,60,6.2,0,165,2.19,162,520
"Pizza, cheese, with fruit, thick crust",245,9.58,30.77,4.12,2.1,9.29,3.722,2.286,2.428,15,61,5.6,0,159,2.22,161,526
"Pizza with pepperoni, from frozen, thin crust",274,12.25,27.52,3.54,2.9,12.71,6.257,3.853,1.824,25,69,0.1,0.1,218,2.1,204,523
"Pizza with pepperoni, from frozen, medium crust",271,12.43,29.68,4.23,2.6,11.38,5.276,3.34,1.654,22,68,1,0.1,195,1.93,191,557
"Pizza with pepperoni, from frozen, thick crust",268,12.6,31.83,4.92,2.4,10.05,4.296,2.828,1.485,19,67,1.8,0,172,1.76,178,591
"Pizza with pepperoni, from restaurant or fast food, NS as to type of crust",282,11.74,31.98,3.26,2.3,11.91,5.092,3.853,2.064,25,70,0.9,0,153,2.52,195,685
"Pizza with pepperoni, from restaurant or fast food, thin crust",331,14.01,29,3.22,2.3,17.61,7.115,5.623,3.617,37,70,2,0,216,1.95,223,875
"Pizza with pepperoni, from restaurant or fast food,  medium crust",282,11.74,31.98,3.26,2.3,11.91,5.092,3.853,2.064,25,70,0.9,0,153,2.52,195,685
"Pizza with pepperoni, from restaurant or fast food, thick crust",287,11.49,31.84,2.93,2.2,12.58,4.839,3.731,2.98,24,71,0.7,0,148,2.55,189,684
"Pizza with pepperoni, stuffed crust",296,12.92,27.19,2.62,1.5,15.01,6.984,4.527,1.831,37,106,2.8,0.1,217,1.97,233,709
"Pizza with pepperoni, from school lunch, thin crust",254,12.78,31.24,7.62,4.3,8.62,2.81,2.12,2.23,24,75,0,0,202,2.74,382,495
"Pizza, with pepperoni, from school lunch, medium crust",256,13.56,29.77,5.82,4.3,9.22,3.515,2.505,1.72,24,59,0.1,0,178,2.64,345,484
"Pizza with pepperoni, from school lunch, thick crust",259,14.35,28.3,4.03,4.3,9.82,4.219,2.89,1.21,24,43,0.2,0,155,2.53,308,474
"Pizza with meat other than pepperoni, from frozen, thin crust",267,12.34,26.98,3.56,2.8,12.1,5.933,3.612,1.918,25,69,0.1,0.1,213,2.08,208,491
"Pizza with meat other than pepperoni, from frozen, medium crust",265,12.5,29.18,4.23,2.6,10.88,5.012,3.14,1.739,22,68,0.9,0.1,191,1.91,195,529
"Pizza with meat other than pepperoni, from frozen, thick crust",263,12.66,31.37,4.91,2.4,9.65,4.091,2.668,1.56,19,67,1.8,0,169,1.75,182,566
"Pizza with meat other than pepperoni, from restaurant or fast food, NS as to type of crust",280,11.5,30.62,3.32,2.3,12.35,5.033,4.049,2.352,23,68,1.7,0,144,2.41,197,633
"Pizza with meat other than pepperoni, from restaurant or fast food, thin crust",321,13.36,27,3.02,2.5,17.71,6.888,5.523,3.926,36,70,2.1,0,213,1.73,225,782
"Pizza with meat other than pepperoni, from restaurant or fast food, medium crust",280,11.5,30.62,3.32,2.3,12.35,5.033,4.049,2.352,23,68,1.7,0,144,2.41,197,633
"Pizza with meat other than pepperoni, from restaurant or fast food, thick crust",282,11.06,30.36,2.82,2.3,12.94,4.805,3.941,3.217,23,67,1,0,143,2.45,190,637
"Pizza, with meat other than pepperoni, stuffed crust",279,12.81,27.28,2.76,1.5,13.05,6.149,3.632,1.88,35,108,2.8,0.1,216,1.97,237,630
"Pizza, with meat other than pepperoni, from school lunch, medium crust",254,12.94,31.41,5.62,4,8.45,3.854,2.567,1.098,26,74,0.5,0,203,2.15,334,445
"Pizza, with meat other than pepperoni, from school lunch, thin crust",250,12.63,32.24,7.53,3.9,7.83,3.488,2.244,0.986,25,89,0.6,0,238,2.09,385,457
"Pizza, with meat other than pepperoni, from school lunch, thick crust",257,13.26,30.58,3.72,4,9.07,4.219,2.89,1.21,26,60,0.4,0,168,2.21,282,433
"Pizza with extra meat, thin crust",303,15.77,22.71,2.7,1.8,16.43,6.827,5.348,2.919,45,54,2.2,0.2,212,1.65,232,728
"Pizza with extra meat, medium crust",274,13.85,26.62,2.92,1.8,12.4,5.273,4.153,1.87,32,56,1.1,0.1,153,2.28,202,617
"Pizza with extra meat, thick crust",278,13.33,26.64,2.74,1.8,13.02,5.065,4.109,2.721,31,57,1,0.1,146,2.28,199,616
"Pizza with meat and vegetables, from frozen, thin crust",276,11.28,25.14,4.85,2.2,14.43,5.083,5.89,2.578,16,65,3.4,0,152,1.36,209,555
"Pizza with meat and vegetables, from frozen, medium crust",276,11.28,25.14,4.85,2.2,14.43,5.083,5.89,2.578,16,65,3.4,0,152,1.36,209,555
"Pizza with meat and vegetables, from frozen, thick crust",271,12.63,28.78,7.26,2.3,11.75,4.586,4.343,1.89,19,68,4.2,0,155,1.36,189,640
"Pizza with meat and vegetables, from restaurant or fast food, thin crust",269,12.66,24.99,3.31,2.1,13.13,5.644,3.753,2.659,31,58,6.2,0.1,224,1.6,214,618
"Pizza with meat and vegetables, from restaurant or fast food, medium crust",244,11.02,25.38,3.73,2.2,10.9,4.407,3.787,1.89,27,61,0.1,0,120,1.86,184,589
"Pizza with meat and vegetables, from restaurant or fast food, thick crust",259,10.94,30.11,3.23,2,10.53,4.175,2.806,2.607,20,63,2.9,0,161,2.35,179,556
"Pizza with extra meat and extra vegetables, thin crust",246,12.42,22.19,2.96,2,12.01,5.025,3.637,2.359,31,51,6,0.1,201,1.72,217,587
"Pizza with extra meat and extra vegetables, thick crust",239,10.98,26.38,2.94,1.9,9.97,3.85,2.899,2.339,22,55,3.7,0,143,2.31,188,522
"Pizza with extra meat and extra vegetables, medium crust",233,11.43,25.94,3.09,2,9.29,3.997,2.934,1.503,22,54,4.1,0,147,2.29,192,517
"Pizza with meat and fruit, thin crust",253,11.98,25.29,3.94,2,11.51,5,3.122,2.401,28,54,7.1,0.1,218,1.43,199,716
"Pizza with meat and fruit, medium crust",233,10.98,28.11,3.85,2,8.58,3.831,2.479,1.437,19,55,5,0.1,152,2.1,177,606
"Pizza with meat and fruit, thick crust",244,10.58,29.06,3.6,2,9.53,3.763,2.495,2.386,19,58,4.1,0,152,2.18,174,604
"Pizza with beans and vegetables, thin crust",227,10.27,25.45,2.99,3.3,9.48,4.203,2.356,2.091,19,50,4.9,0,201,1.57,239,536
"Pizza with beans and vegetables, thick crust",225,9.46,28.64,2.97,2.8,8.18,3.265,1.995,2.147,13,54,3,0,143,2.2,204,485
"Pizza, no cheese, thin crust",273,7.3,30.68,5.03,1.8,13.54,3.406,6.652,2.725,16,12,7,0.2,25,2.46,187,551
"Pizza, no cheese, thick crust",290,7.36,37.88,5.47,1.9,12.07,2.795,5.721,2.861,12,9,5.1,0.1,21,2.64,160,514
"White pizza, cheese, thin crust",285,12.4,27.63,2.97,1.1,13.67,5.139,5.668,1.489,24,73,0.3,0.1,272,1.91,135,521
"White pizza, cheese, thick crust",279,11.8,31.86,3.32,1.3,11.41,4.19,4.599,1.452,19,58,0.3,0.1,238,2.23,133,541
"White pizza, cheese, with vegetables, thin crust",240,10.13,23.63,2.9,1.2,11.69,4.267,5.047,1.245,20,61,5.1,0.1,226,1.99,131,466
"White pizza, cheese, with vegetables, thick crust",243,10.02,27.85,3.21,1.3,10.14,3.625,4.262,1.256,16,50,4.2,0.1,205,2.24,129,492
"White pizza, cheese, with meat, thin crust",304,13.55,22.81,2.59,0.9,17.36,6.467,7.396,2.102,36,62,0.3,0.3,224,1.8,165,622
"White pizza, cheese, with meat, thick crust",296,12.84,27.24,2.95,1.1,14.81,5.432,6.189,1.964,30,51,0.2,0.3,203,2.09,158,621
"White pizza, cheese, with meat and vegetables, thin crust",272,12.07,21.1,2.75,1,15.32,5.699,6.515,1.861,32,56,4.5,0.3,199,1.62,165,548
"White pizza, cheese, with meat and vegetables, thick crust",270,11.66,25.34,3.06,1.1,13.34,4.888,5.568,1.775,27,47,3.8,0.2,184,1.91,159,559
"Calzone, with cheese, meatless",388,17.41,29.15,0.37,1.3,22.33,9.559,6.788,3.188,57,186,0,0.3,389,1.8,126,672
"Calzone, with meat and cheese",342,14.64,30.93,0.6,1.4,17.49,5.725,6.807,3.638,44,112,0,0.2,176,2.27,158,435
Pizza rolls,345,9.19,53.39,3.94,1.3,10.5,2.625,4.052,3.003,6,63,0,0,132,1.9,317,631
"Pizza, cheese, whole wheat thin crust",266,11.77,28.62,3.59,3.5,12.38,4.123,5.39,1.567,17,58,0.3,0.1,240,2.4,202,543
"Pizza, cheese, whole wheat thick crust",264,11.4,32.96,3.75,3.9,10.4,3.379,4.372,1.529,14,46,0.2,0.1,212,2.73,203,548
"Pizza, with meat, whole wheat thin crust",289,13.05,23.58,3.09,2.9,16.35,5.654,7.185,2.171,30,50,0.3,0.3,198,2.19,220,641
"Pizza, with meat, whole wheat thick crust",283,12.51,28.13,3.31,3.3,13.98,4.755,6.009,2.032,25,41,0.2,0.2,181,2.51,218,628
"Pizza, cheese and vegetables, whole wheat thin crust",225,9.61,24.39,3.4,3.1,10.64,3.449,4.82,1.305,14,49,5.1,0.1,200,2.38,184,483
"Pizza, cheese and vegetables, whole wheat thick crust",230,9.67,28.74,3.56,3.5,9.29,2.946,4.071,1.319,11,41,4.2,0.1,183,2.67,188,498
"Pizza, cheese, gluten-free thin crust",263,8.73,26.53,3.2,2.5,13.62,4.347,6.18,1.101,17,58,0.3,0.1,259,1.59,120,485
"Pizza, cheese, gluten-free thick crust",260,7.81,30.54,3.27,2.9,11.88,3.645,5.311,0.979,14,46,0.2,0.1,234,1.81,111,477
"Pizza, with meat, gluten-free thin crust",286,10.58,21.88,2.78,2.1,17.36,5.835,7.827,1.792,30,50,0.3,0.3,213,1.54,154,594
"Pizza, with meat, gluten-free thick crust",279,9.48,26.09,2.91,2.5,15.23,4.98,6.802,1.567,25,41,0.2,0.2,200,1.73,140,568
"Pizza, cheese and vegetables, gluten-free thin crust",222,7.18,22.72,3.09,2.3,11.64,3.627,5.451,0.933,14,49,5.1,0.1,215,1.74,119,437
"Pizza, cheese and vegetables, gluten-free thick crust",227,6.68,26.72,3.17,2.7,10.52,3.167,4.854,0.861,11,41,4.2,0.1,202,1.89,111,439
Breakfast pizza with egg,291,14.05,25.6,2.88,1.1,14.44,4.882,6.288,1.918,77,76,0,0.4,237,2.12,133,596
"Egg roll, meatless",269,5.62,30.02,5.63,2.3,14.14,2.109,4.877,6.331,0,46,6.3,0,47,1.86,210,463
"Egg roll, with shrimp",269,5.62,30.02,5.63,2.3,14.14,2.109,4.877,6.331,0,46,6.3,0,47,1.86,210,463
"Egg roll, with beef and/or pork",277,9.39,27.87,5.03,2,14.33,2.534,5.386,5.441,13,368,27.7,0.1,32,1.48,200,385
"Egg roll, with chicken or turkey",253,9.86,26.96,5.26,2.3,11.82,1.945,4.421,4.826,13,52,10.6,0,44,1.61,266,452
"Roll with meat and/or shrimp, vegetables and rice paper, not fried",111,5.53,17.12,3.91,2.1,2.63,0.458,1.238,0.58,22,234,7.6,0,35,0.63,219,389
"Wonton, fried, filled with meat, poultry, or seafood,",191,8.76,14.05,2.92,1.5,11.13,2.548,4.882,3.007,18,5,8.8,0.2,30,0.79,301,467
"Wonton, fried, meatless",191,8.76,14.05,2.92,1.5,11.13,2.548,4.882,3.007,18,4,7,0.2,30,0.79,301,467
"Wonton, fried, filled with meat, poultry, or seafood, and vegetable",191,8.76,14.05,2.92,1.5,11.13,2.548,4.882,3.007,18,5,8.8,0.2,30,0.79,301,467
"Puffs, fried, crab meat and cream cheese filled",315,9.32,35.05,3.56,1.2,15.22,7.386,4.436,1.92,67,114,0.6,0.1,50,2.06,137,823
"Dumpling, steamed, filled with meat, poultry, or seafood",113,6.9,11.07,2.3,1.2,4.6,1.437,2.099,0.652,14,4,6.9,0.2,23,0.62,237,368
"Tamale casserole, Puerto Rican style",157,6.91,10.83,2.03,1.5,9.78,2.928,5.126,0.672,23,15,9.3,0,22,1.48,194,274
"Tamal in a leaf, Puerto Rican style",152,9.41,11.46,5.51,1.5,8.24,1.9,4.529,1.231,52,34,6.5,0.5,25,0.95,315,289
"Taco with crab meat, Puerto Rican style",219,12.06,16.54,1.17,1.2,11.53,3.939,5.14,1.302,60,53,9,0.2,124,1.4,222,718
"Meat turnover, Puerto Rican style",257,11.89,21.62,1.62,1.1,13.37,3.024,5.621,3.878,73,23,6.5,0.5,20,1.72,196,354
"Empanada, Mexican turnover, filled with cheese and vegetables",320,8.61,34.67,5.53,1.6,16.53,5.655,6.068,3.499,48,43,5.1,0.3,161,2.17,165,501
"Empanada, Mexican turnover, filled with meat and vegetables",335,11.31,31.19,1.84,2,18.37,5.156,7.121,4.268,26,18,0.7,0.2,20,2.7,190,440
"Empanada, Mexican turnover, filled with chicken and vegetables",285,9.64,33.49,5.21,1.6,12.72,3.052,5.206,3.431,52,16,5,0.2,57,2.17,198,458
"Meat pie, Puerto Rican style",469,15.81,25.54,0.52,1.1,33.2,12.558,14.999,2.905,66,6,3.6,0.5,122,2.95,263,1159
"Cheese turnover, Puerto Rican style",417,9.84,36.92,0.2,1.3,25.23,10.028,9.4,3.593,34,67,0,0.5,261,2.42,67,762
"Cornmeal fritter, Puerto Rican style",268,6.76,20.76,0.52,1,17.46,5.682,6.359,4.663,20,57,0,0.1,149,1.28,63,563
"Cornmeal stick, Puerto Rican style",412,6.92,48.38,1.03,2.4,20.97,4.598,8.116,7.352,10,35,0,0.1,80,2.75,100,414
"Kibby, Puerto Rican style",168,8.76,17.99,0.8,3.1,7.2,2.673,3.089,0.302,24,1,0.9,0,22,1.25,206,558
"Codfish fritter, Puerto Rican style",279,15.3,35.98,0.14,1.3,7.62,1.073,2.973,3.141,32,1,0.5,0.3,83,2.41,192,190
"Hayacas, Puerto Rican style",157,5.83,9.36,3.38,1.1,10.83,1.787,3.406,4.937,37,22,9.8,0.2,19,0.92,174,176
"Cornmeal coconut dessert, Puerto Rican style",292,2.82,27.66,16.3,2.3,20.54,18.009,0.91,0.323,0,1,1.9,0,14,1.94,241,219
"Crepe, filled with meat, poultry, or seafood, with sauce",173,12.85,7.67,1.62,0.3,9.95,3.979,3.434,1.094,71,80,0.8,0.8,106,1.31,158,385
"Crepe, filled with meat, poultry, or seafood, no sauce",198,13.78,11.12,2.05,0.8,11.06,5.219,3.488,1.347,91,93,0.8,0.6,48,1.01,212,410
"Dumpling, meat-filled",358,12.49,25.26,0.13,0.9,22.7,6.573,9.355,4.953,35,0,0,0.1,11,2.36,117,452
"Dumpling, potato- or cheese-filled",195,5.26,29.64,1.75,0.9,6.14,1.316,1.243,3.236,4,3,5.3,0,35,1.26,107,474
"Dumpling, vegetable",163,5.15,26.75,0.63,1.5,3.83,1.32,0.809,1.193,7,23,10.4,0,52,1.6,132,471
"Gnocchi, cheese",178,8.48,9.27,0.16,0.2,11.86,4.334,4.472,2.178,64,130,0,0.6,170,0.79,81,265
"Gnocchi, potato",133,2.37,17.08,0.95,1,6.17,3.819,1.557,0.295,16,57,1.9,0.1,22,0.7,136,288
"Kishke, stuffed derma",460,4.72,35.1,1.1,1.6,33.02,16.297,13.654,1.486,35,0,1.3,0.2,13,2.06,82,401
"Knish, potato",349,7.59,33.81,0.62,1.5,20.32,4.197,9.368,5.872,85,209,1.5,1.2,22,2.25,155,365
"Knish, cheese",342,10.16,31.11,1.02,1.1,19.46,4.215,8.627,5.341,83,205,0,1.2,45,2.21,107,437
"Knish, meat",349,13.12,25.65,0.74,1.1,21.28,5.192,9.776,4.956,95,177,0.8,1,26,2.54,170,421
"Sweet bread dough, filled with meat, steamed",271,10.94,39.38,5.86,1.2,7.38,2.327,3.102,1.359,21,0,0.3,0.2,139,2.46,150,354
"Sweet bread dough, filled with bean paste, meatless, steamed",264,6.56,53.98,22.28,3.4,2.79,0.949,1.047,0.484,2,0,0.3,0.1,106,2.35,165,268
"Pastry, cheese-filled",271,8.28,14.93,1.72,0.4,19.82,6.761,7.78,3.893,76,168,0,0.4,196,1.14,102,563
"Pastry, egg and cheese filled",343,8.1,43.37,6.12,1.6,15.19,7.618,4.373,1.853,66,117,0,0.5,82,2.36,110,229
"Pastry, meat / poultry-filled",338,11.27,30.63,4.59,1.1,18.86,7.985,6.551,2.844,72,90,0,0.8,60,2.01,180,407
Spanakopitta,206,7.51,10.5,0.4,1.3,15.26,7.167,5.798,1.12,77,286,8.8,0.3,163,2.02,300,405
"Pastry, filled with potatoes and peas, fried",305,4.66,30.84,1.32,1.8,18.16,4.665,6.713,5.883,13,51,0.7,0,32,1.74,159,807
"Quiche with meat, poultry or fish",386,15.8,11.76,1.94,0.7,30.7,15.512,9.988,2.698,148,231,0.4,1,235,1.06,179,575
"Spinach quiche, meatless",297,10.55,11.61,1.91,1.2,23.53,12.671,7.036,1.671,123,325,4,0.9,243,1.57,243,313
"Cheese quiche, meatless",364,12.26,13.33,2.25,0.8,29.32,15.84,8.805,2.037,154,266,0.5,1.1,271,1.06,118,366
Turnover filled with ground beef and cabbage,238,10.29,29.83,1.06,1.8,8.25,2.559,3.451,1.315,20,2,6.6,0,25,2.41,172,262
"Turnover, meat-filled, no gravy",370,12.83,26.07,0.12,1,23.5,6.785,9.685,5.145,36,0,0,0.1,11,2.42,119,445
"Turnover, meat-filled, with gravy",246,9.3,17.81,0.16,0.7,15.29,4.597,6.295,3.176,23,0,0,0.1,9,1.75,104,518
"Turnover, meat- and cheese-filled, no gravy",241,9.16,30.55,7.6,1.5,9.14,3.545,2.547,1.936,23,0,0.1,0.2,152,2,188,386
"Turnover, meat- and bean-filled, no gravy",345,12.45,25.83,0.14,1.6,21.17,6.105,8.707,4.652,32,0,0.1,0.1,13,2.49,149,400
"Turnover, meat- and cheese-filled, tomato-based sauce",252,9.32,30.68,7.73,2.2,10.23,3.93,2.787,2.611,20,12,0.6,0.2,181,2.08,204,378
"Turnover, cheese-filled, tomato-based sauce",270,11.77,31.37,9.05,1.8,10.86,5.43,3.464,1.31,23,60,0,0.1,317,2.13,206,687
"Turnover filled with meat and vegetable, no potatoes, no gravy",304,10.66,22.85,0.93,1.3,18.77,5.413,7.72,4.12,29,52,4.9,0.1,14,2.07,130,362
"Turnover, meat-, potato-, and vegetable-filled, no gravy",291,9.96,22.81,0.92,1.2,17.68,5.1,7.272,3.879,27,66,1.4,0.1,14,1.89,150,339
"Turnover, chicken- or turkey-, and cheese-filled, no gravy",235,8.9,30.4,7.6,1.1,8.6,2.62,3.42,1.3,29,58,4.9,0.2,152,2.97,188,346
"Turnover, chicken- or turkey-, and vegetable-filled, lower in fat",168,7.87,21.74,3.94,3.1,5.51,2.756,1.407,0.59,16,40,0,0.1,157,2.13,167,276
"Turnover, meat- and cheese-filled, lower in fat",230,10.28,32.52,7.6,1.7,6.53,2.389,1.551,1.403,20,0,0.1,0.2,196,2.15,203,423
"Turnover, meat- and cheese-filled, tomato-based sauce, lower in fat",215,9.45,31.89,3.94,0.8,5.51,2.756,1.681,0.362,20,37,0,0.1,197,2.13,117,378
"Turnover, filled with egg, meat and cheese",228,7.87,20.67,7.87,0.8,12.6,5.512,4.298,2.019,31,39,0,0.4,79,2.13,177,378
"Turnover, filled with egg, meat, and cheese, lower in fat",230,10.28,32.52,7.6,1.7,6.53,2.389,1.551,1.403,20,0,0.1,0.2,196,2.15,203,423
Vegetables in pastry,308,6.55,21.1,2.63,3.1,22.94,5.206,13.013,3.591,6,28,6,0.2,82,1.74,254,139
Vegetables and cheese in pastry,316,7.89,19.61,2.45,2.8,23.83,6.326,12.567,3.398,13,51,5.5,0.2,132,1.62,240,180
"Croissant sandwich, filled with broccoli and cheese",269,7.1,25.92,4.58,1.2,15.32,9.262,3.748,0.664,42,138,6,0.1,135,1.32,105,453
"Croissant sandwich, filled with ham and cheese",295,11.64,23.44,3.88,0.7,17.07,9.797,4.863,1.019,56,133,0,1.1,229,1.66,217,737
Croissant sandwich with sausage and egg,330,12.66,21.29,5.75,1.2,21.44,9.349,7.32,2.467,171,148,1,0.7,35,1.95,189,451
Croissant sandwich with bacon and egg,329,13.46,22.09,5.87,1.2,20.47,9.318,6.783,2.024,225,172,1.5,0.5,43,2.15,172,442
"Croissant sandwich with ham, egg, and cheese",261,12.45,18.98,5.42,0.9,14.95,5.161,4.738,1.485,140,146,0.1,0.8,95,1.4,179,711
"Croissant sandwich with sausage, egg, and cheese",308,12.09,15.9,3.12,1.8,21.78,8.342,7.838,4.212,123,173,0.1,0.7,90,1.65,158,577
"Croissant sandwich with bacon, egg, and cheese",289,12.92,22.5,4.8,1,16.4,7.031,5.753,1.989,170,176,0.1,0.8,146,1.55,160,602
"Vegetable submarine sandwich, with fat free spread",125,3.88,22.98,5.37,1.5,1.97,0.424,0.604,0.692,0,11,10.6,0,67,1.58,136,386
"Vegetable submarine sandwich, with spread",186,3.78,18.96,3.71,1.3,10.61,1.761,2.51,5.917,5,12,10.1,0,64,1.52,128,361
Biscuit with gravy,224,6.17,17.02,3.88,0.8,14.67,6.314,4.491,2.596,16,73,0,0.2,80,1.01,151,451
Chicken cornbread,167,13.81,9.34,0.27,0.4,8.14,1.899,3.575,1.922,108,69,0,0.5,18,1.06,153,460
Cornmeal dressing with chicken or turkey and vegetables,236,7.58,19.15,3.48,1.2,14.36,3.097,6.208,4.238,93,394,3.2,0.7,101,2.41,145,560
Dressing with oysters,189,4.96,18.37,2.62,1.2,10.75,2.142,4.692,3.465,10,100,1.8,0.4,96,2.44,136,510
Dressing with chicken or turkey and vegetables,218,8.22,20.94,2.72,1.4,11.17,2.529,4.686,3.355,72,345,2.9,0.4,99,2.6,127,518
Dressing with meat and vegetables,245,7.96,20.33,2.96,1.3,14.56,4.053,6.3,3.766,21,54,1.2,0.6,93,1.97,158,643
Lasagna with meat,139,7.45,16.17,3.33,1.6,4.97,2.322,1.798,0.402,16,42,4.4,0,82,0.73,207,390
"Lasagna with meat, canned",97,3.24,13.26,1.97,1.5,3.41,1.46,1.617,0.237,5,14,0,0,12,1.09,178,283
"Lasagna with meat, from restaurant",185,10.83,11.36,3.15,1.5,10.69,4.941,3.313,0.788,36,81,0.7,0,197,0.79,255,466
"Lasagna with meat, home recipe",206,13.63,13.1,1.48,1.1,10.91,5.633,2.955,0.685,43,89,3,0.2,272,0.9,168,418
"Lasagna with meat, frozen",124,6.63,14.39,2.96,1.4,4.42,2.067,1.6,0.358,14,37,4.1,0,73,0.65,184,347
Lasagna with meat and spinach,206,13.33,13.8,2.16,1.1,10.77,5.438,2.915,0.761,41,103,1.4,0.2,263,1.01,212,413
Lasagna with chicken or turkey,204,13.74,14.02,2.2,1,10.36,5.177,2.569,1.023,43,93,0.8,0.2,267,0.85,198,387
"Lasagna, with chicken or turkey, and spinach",200,13.51,13.8,2.16,1.1,10.13,5.058,2.509,1.004,42,105,1.4,0.2,263,0.91,211,381
"Lasagna, meatless",130,6.54,13.84,4.23,1.7,5.33,2.11,1.573,1.022,13,44,13.7,0,111,1.27,182,284
"Lasagna, meatless, with vegetables",186,11.17,14.56,2.43,1.2,9.36,4.928,2.223,0.74,34,106,3.5,0.2,269,0.84,206,383
"Ravioli, NS as to filling, no sauce",184,10.18,19.66,0.24,0.7,6.76,2.936,2.407,0.596,93,52,0.1,0.4,64,1.82,135,288
"Ravioli, NS as to filling, with tomato sauce",138,6.85,14.47,1.48,0.9,5.76,2.139,2.205,0.825,59,53,2.1,0.3,46,1.46,172,396
"Ravioli, NS as to filling, with cream sauce",168,8.04,15.04,1.71,0.5,8.19,2.931,3.194,1.31,66,84,0.1,0.6,84,1.25,143,237
"Ravioli, meat-filled, no sauce",190,12.49,17.44,0.23,0.6,7.23,2.684,2.974,0.597,92,31,0.1,0.4,32,2.09,143,777
"Ravioli, meat-filled, with tomato sauce or meat sauce",148,8.68,14.29,1.75,1,6.13,2.021,2.596,0.811,61,40,2.8,0.2,28,1.88,214,598
"Ravioli, meat-filled, with tomato sauce or meat sauce, canned",97,3.24,13.26,1.97,1.5,3.41,1.46,1.617,0.237,5,14,0,0,12,1.09,178,283
"Ravioli, meat-filled, with cream sauce",175,10.08,13.52,1.61,0.4,8.63,2.83,3.635,1.267,68,67,0.1,0.6,60,1.49,151,581
"Ravioli, cheese-filled, no sauce",172,7.26,21.55,0.24,0.7,6.01,3.13,1.692,0.575,90,73,0,0.5,98,1.46,122,648
"Ravioli, cheese-filled, with tomato sauce",98,3.98,15.22,3.6,1.2,2.3,1.047,0.606,0.369,10,31,2.5,0.1,69,0.82,205,246
"Ravioli, cheese-filled, with tomato sauce, canned",77,2.48,13.64,3.72,1.3,1.45,0.723,0.418,0.182,3,10,0,0,33,0.74,232,306
"Ravioli, cheese-filled, with meat sauce",136,6.29,14.21,1.39,0.8,6,2.502,2.13,0.786,58,61,1.9,0.3,63,1.3,172,600
"Ravioli, cheese-filled, with cream sauce",159,5.97,16.1,1.75,0.5,7.7,3.049,2.727,1.315,63,99,0.1,0.7,107,0.98,134,476
"Ravioli, cheese and spinach-filled, no sauce",149,6.48,20.85,0.28,1.1,4.23,1.976,1.257,0.537,81,143,4.1,0.4,81,1.98,198,523
"Ravioli, cheese and spinach-filled, with cream sauce",143,5.46,15.7,1.76,0.8,6.5,2.276,2.434,1.289,57,146,2.8,0.8,96,1.34,185,395
"Ravioli, cheese and spinach filled, with tomato sauce",116,5.09,16.84,1.35,1.3,3.16,1.447,0.927,0.429,59,111,5.1,0.3,63,1.74,239,532
"Manicotti, cheese-filled, no sauce",206,10.3,20.17,0.52,0.6,9.13,5.014,2.286,0.67,75,101,0,0.4,203,1.28,151,445
"Manicotti, cheese-filled, with tomato sauce, meatless",153,7.56,16.03,1.67,0.9,6.47,3.52,1.612,0.501,53,76,1.9,0.3,148,1.19,189,437
"Manicotti, cheese-filled, with meat sauce",160,8.76,14.96,1.55,0.8,7.16,3.717,2.006,0.501,55,71,1.8,0.3,139,1.28,197,434
"Manicotti, vegetable- and cheese-filled, with tomato sauce, meatless",134,6.35,15.82,1.64,1.1,5.04,2.669,1.276,0.462,47,105,3.9,0.3,114,1.44,229,393
"Stuffed shells, cheese-filled, no sauce",204,9.82,21.94,0.55,0.7,8.32,4.48,2.124,0.682,78,94,0,0.5,175,1.44,145,431
"Stuffed shells, cheese-filled, with tomato sauce, meatless",145,6.93,16.7,1.78,0.9,5.63,2.998,1.429,0.49,52,69,2.1,0.3,123,1.28,188,423
"Stuffed shells, cheese-filled, with meat sauce",157,8.39,16.47,1.99,1,6.42,3.244,1.863,0.481,55,65,2.9,0.3,117,1.58,234,303
"Stuffed shells, cheese- and spinach- filled, no sauce",186,9.43,22.29,0.35,1.1,6.39,3.254,1.641,0.606,73,165,4,0.4,161,2.07,224,435
